archivo,columna,tipo,unidad,rango_o_valores,valores_perdidos,procedencia,descripcion
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Perfil,texto/categórico,no aplica,No tecnico | Tecnico,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Rol_Contexto,texto/categórico,no aplica,Dueno del gimnasio | Ingenieria de software | Ingenieria de software y bases de datos | Instructor/entrenador,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Rol funcional o contexto profesional de la persona participante en la sesión WALK.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Fuente,texto/categórico,no aplica,WALK-NTEC-01_Transcripcion_Anonimizada.txt | WALK-NTEC-03_Transcripcion_Anonimizada.txt | WALK-TEC-01_Transcripcion_Anonimizada.txt | WALK-TEC-02_Transcripcion_Anonimizada.txt | WALK-TEC-03_Transcripcion_Anonimizada.txt,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Archivo de transcripción anonimizada del que procede el fragmento codificado.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Timestamp,fecha/fecha-hora,no aplica,10:23-11:28 | 12:33-13:05 | 13:43-15:01 | 15:07-15:52 | 15:58-16:23 | 16:21-17:13 | 16:30-16:56 | 21:33-21:48 | 34:20-35:10,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Marca temporal de la respuesta o posición temporal del fragmento, según el archivo."
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Fragmento,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Unidad textual codificada procedente de la transcripción pública anonimizada.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Codigo,texto/categórico,no aplica,RUT_CONSULTA_CLIENTE | RUT_CONSULTA_HISTORIAL | RUT_GUIA_INICIAL | RUT_JUSTIFICACION_OBJETIVO | RUT_LOGICA_ASIGNACION | RUT_OBJETIVOS_SALUD | RUT_ORIGEN_PROFESIONAL | RUT_PERSONALIZADA | RUT_VALIDACION_ENTRENADOR,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código abierto asignado inicialmente al significado observado en el fragmento.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Codigo_Normalizado,texto/categórico,no aplica,RUT_CONSULTA_HISTORIAL | RUT_GUIA_EXPLICATIVA | RUT_OBJETIVO_CONTEXTO | RUT_ORIGEN_VALIDACION | RUT_PERSONALIZACION,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código abierto normalizado usado en la curva de acumulación.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Codigo_Axial,texto/categórico,no aplica,RUT,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código de agrupación axial usado para relacionar códigos abiertos de significado cercano.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Categoria,texto/categórico,no aplica,Rutinas y personalizacion,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Categoría temática o axial asignada al fragmento codificado.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Hallazgo_Interpretado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Síntesis analítica del significado o necesidad observada en el fragmento.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Tipo_Requisito,texto/categórico,no aplica,RF | RNF,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Clasificación del resultado derivado del fragmento como RF, RNF, hallazgo u otro tipo documentado."
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Requisito_Derivado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Enunciado de requisito o decisión de diseño derivada del fragmento cuando corresponde.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Aplicable_Explicabilidad,texto/categórico,no aplica,Si,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Indica si el fragmento es pertinente para explicabilidad.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Dimension_Explicabilidad,texto/categórico,no aplica,Accesibilidad/transparencia | Comprensibilidad/justificacion | Detalle/transparencia | Justificacion/contexto | Justificacion/logica | Justificacion/personalizacion | Personalizacion/transparencia | Procedencia/contexto | Procedencia/validacion,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Etiquetas observadas de explicabilidad; no constituyen un denominador cerrado.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Confianza_Codificacion,texto/categórico,no aplica,Alta | Media,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Valoración cualitativa de la confianza del equipo en la asignación de la codificación.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,ID_Evidencia,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador de la sesión o evidencia primaria a la que se vincula el registro.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Codificador,texto/categórico,no aplica,Equipo_FabroGym,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador del responsable o equipo que realizó la codificación registrada.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Estado_Analisis,texto/categórico,no aplica,CODIFICADO_POST_OSF,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Estado del registro dentro del proceso de análisis cualitativo.
datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Copia de 06_Experimento/datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Notas complementarias sobre el registro, decisión o ajuste documentado."
datos_crudos/member_checking_estructurado.csv,Codigo_Participante,texto/categórico,no aplica,MC-P01 | MC-P02 | MC-P03,0 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,Código seudónimo MC-P* del participante de member checking.
datos_crudos/member_checking_estructurado.csv,Fecha,fecha/fecha-hora,no aplica,2026-08-29,0 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,Fecha documentada de la sesión o revisión.
datos_crudos/member_checking_estructurado.csv,ID,texto/categórico,no aplica,RNF-EXP-C01 | RNF-EXP-C02 | RNF-EXP-C03 | RNF-EXP-C04,0 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,"Identificador del elemento, requisito o hallazgo presentado al participante para su revisión."
datos_crudos/member_checking_estructurado.csv,Resultado,texto/categórico,no aplica,Ajustado | Confirmado,0 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,"Decisión de member checking: Confirmado, Ajustado o No confirmado."
datos_crudos/member_checking_estructurado.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 12 valores distintos observados,0 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,Comentario registrado por el participante o por el equipo sobre la decisión de member checking.
datos_crudos/member_checking_estructurado.csv,Ajuste_Propuesto,texto/categórico,no aplica,texto libre o identificador; 8 valores distintos observados,4 de 12,Copia de 06_Experimento/datos_crudos/member_checking_estructurado.csv,Ajuste propuesto al requisito o hallazgo a partir de la respuesta del participante.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,codigo_sesion,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,tecnica,texto/categórico,no aplica,Entrevista | Walkthrough no tecnico | Walkthrough tecnico,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"Tipo de técnica de recolección asociada a la sesión: entrevista, walkthrough técnico o walkthrough no técnico."
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,perfil,texto/categórico,no aplica,Ingenieria de software | Instructor | Propietario/administracion | Recepcionista,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,fecha,fecha/fecha-hora,no aplica,2026-07-25 | 2026-07-27 | 2026-07-28 | 2026-07-29 | 2026-08-12 | 2026-08-13 | 2026-08-16 | 2026-08-22,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Fecha documentada de la sesión o revisión.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,audio_archivo,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Nombre del archivo de audio restringido asociado a la sesión.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,audio_duracion,duración HH:MM:SS,HH:MM:SS,texto libre o identificador; 16 valores distintos observados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Duración declarada del archivo de audio en formato HH:MM:SS.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,audio_sha256,cadena hexadecimal,no aplica,64 caracteres hexadecimales declarados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"SHA-256 declarado del audio restringido, no incluido en el paquete público."
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,video_archivo,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Nombre del archivo de video restringido asociado a la sesión.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,video_duracion,duración HH:MM:SS,HH:MM:SS,texto libre o identificador; 16 valores distintos observados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Duración declarada del archivo de video en formato HH:MM:SS.
datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,video_sha256,cadena hexadecimal,no aplica,64 caracteres hexadecimales declarados,0 de 16,Copia de 06_Experimento/datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"SHA-256 declarado del video restringido, no incluido en el paquete público."
datos_procesados/codificacion_walkthroughs.csv,ID_Registro,texto/categórico,no aplica,texto libre o identificador; 76 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador único del fragmento codificado dentro del corpus de walkthroughs.
datos_procesados/codificacion_walkthroughs.csv,Codigo_Sesion,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-02 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/codificacion_walkthroughs.csv,Perfil,texto/categórico,no aplica,No tecnico | Tecnico,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_procesados/codificacion_walkthroughs.csv,Rol_Contexto,texto/categórico,no aplica,Dueno del gimnasio | Ingenieria de software | Ingenieria de software y bases de datos | Instructor/entrenador | Recepcionista,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Rol funcional o contexto profesional de la persona participante en la sesión WALK.
datos_procesados/codificacion_walkthroughs.csv,Fuente,texto/categórico,no aplica,WALK-NTEC-01_Transcripcion_Anonimizada.txt | WALK-NTEC-02_Transcripcion_Anonimizada.txt | WALK-NTEC-03_Transcripcion_Anonimizada.txt | WALK-TEC-01_Transcripcion_Anonimizada.txt | WALK-TEC-02_Transcripcion_Anonimizada.txt | WALK-TEC-03_Transcripcion_Anonimizada.txt,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Archivo de transcripción anonimizada del que procede el fragmento codificado.
datos_procesados/codificacion_walkthroughs.csv,Timestamp,fecha/fecha-hora,no aplica,texto libre o identificador; 71 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Marca temporal de la respuesta o posición temporal del fragmento, según el archivo."
datos_procesados/codificacion_walkthroughs.csv,Fragmento,texto/categórico,no aplica,texto libre o identificador; 76 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Unidad textual codificada procedente de la transcripción pública anonimizada.
datos_procesados/codificacion_walkthroughs.csv,Codigo,texto/categórico,no aplica,texto libre o identificador; 65 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código abierto asignado inicialmente al significado observado en el fragmento.
datos_procesados/codificacion_walkthroughs.csv,Codigo_Normalizado,texto/categórico,no aplica,texto libre o identificador; 37 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código abierto normalizado usado en la curva de acumulación.
datos_procesados/codificacion_walkthroughs.csv,Codigo_Axial,texto/categórico,no aplica,texto libre o identificador; 18 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código de agrupación axial usado para relacionar códigos abiertos de significado cercano.
datos_procesados/codificacion_walkthroughs.csv,Categoria,texto/categórico,no aplica,texto libre o identificador; 18 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Categoría temática o axial asignada al fragmento codificado.
datos_procesados/codificacion_walkthroughs.csv,Hallazgo_Interpretado,texto/categórico,no aplica,texto libre o identificador; 76 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Síntesis analítica del significado o necesidad observada en el fragmento.
datos_procesados/codificacion_walkthroughs.csv,Tipo_Requisito,texto/categórico,no aplica,Hallazgo | RF | RNF,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Clasificación del resultado derivado del fragmento como RF, RNF, hallazgo u otro tipo documentado."
datos_procesados/codificacion_walkthroughs.csv,Requisito_Derivado,texto/categórico,no aplica,texto libre o identificador; 76 valores distintos observados,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Enunciado de requisito o decisión de diseño derivada del fragmento cuando corresponde.
datos_procesados/codificacion_walkthroughs.csv,Aplicable_Explicabilidad,texto/categórico,no aplica,No | Si,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Indica si el fragmento es pertinente para explicabilidad.
datos_procesados/codificacion_walkthroughs.csv,Dimension_Explicabilidad,texto/categórico,no aplica,Accesibilidad/transparencia | Comprensibilidad/justificacion | Detalle/transparencia | Justificacion/contexto | Justificacion/logica | Justificacion/personalizacion | Personalizacion/transparencia | Procedencia/contexto | Procedencia/validacion,67 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Etiquetas observadas de explicabilidad; no constituyen un denominador cerrado.
datos_procesados/codificacion_walkthroughs.csv,Confianza_Codificacion,texto/categórico,no aplica,Alta | Media,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Valoración cualitativa de la confianza del equipo en la asignación de la codificación.
datos_procesados/codificacion_walkthroughs.csv,ID_Evidencia,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-02 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador de la sesión o evidencia primaria a la que se vincula el registro.
datos_procesados/codificacion_walkthroughs.csv,Codificador,texto/categórico,no aplica,Equipo_FabroGym,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador del responsable o equipo que realizó la codificación registrada.
datos_procesados/codificacion_walkthroughs.csv,Estado_Analisis,texto/categórico,no aplica,CODIFICADO_POST_OSF,0 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Estado del registro dentro del proceso de análisis cualitativo.
datos_procesados/codificacion_walkthroughs.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,67 de 76,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Notas complementarias sobre el registro, decisión o ajuste documentado."
datos_procesados/comparacion_perfiles_walkthroughs.csv,Categoria,texto/categórico,no aplica,texto libre o identificador; 18 valores distintos observados,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Categoría temática o axial asignada al fragmento codificado.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Sesiones_Tecnicas_que_mencionan,entero,conteo,observado: 0 a 3,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Número de sesiones WALK de perfil técnico en las que aparece la categoría.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Sesiones_NoTecnicas_que_mencionan,entero,conteo,observado: 0 a 3,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Número de sesiones WALK de perfil no técnico en las que aparece la categoría.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Fragmentos_Tecnicos,entero,conteo,observado: 0 a 7,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Número de fragmentos codificados de perfil técnico asociados a la categoría.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Fragmentos_NoTecnicos,entero,conteo,observado: 0 a 7,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Número de fragmentos codificados de perfil no técnico asociados a la categoría.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Patron,texto/categórico,no aplica,Compartido | Predominio_exclusivo_no_tecnico | Predominio_exclusivo_tecnico,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Etiqueta descriptiva del patrón observado al comparar presencia de la categoría entre perfiles.
datos_procesados/comparacion_perfiles_walkthroughs.csv,Interpretacion,texto/categórico,no aplica,texto libre o identificador; 1 valores distintos observados,0 de 18,Generado por scripts/run_all.py desde datos_crudos/comparacion_perfiles_walkthroughs_fuente.csv,Interpretación descriptiva del patrón técnico/no técnico; no equivale por sí sola a una prueba inferencial.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Orden,entero,conteo,observado: 1 a 6,0 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Posición secuencial de la sesión dentro del orden utilizado para calcular acumulación y estabilización.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Codigo_Sesion,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-02 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Categorias_axiales_en_sesion,entero,conteo,observado: 5 a 11,0 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Cantidad de categorías axiales observadas en la sesión.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Categorias_axiales_nuevas,entero,conteo,observado: 0 a 8,0 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Cantidad de categorías axiales que aparecen por primera vez en esa sesión.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Categorias_nuevas_detalle,texto/categórico,no aplica,ADAP; DAT; LEG; SEG_CONT | ASIS; CLI; COM; INFO; REP; RUT; SEG_AUD; USAB | ERR | ESC; INV; SEG_ROL; VAL; VAL_IR,2 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Listado de categorías axiales identificadas por primera vez en la sesión.
datos_procesados/curva_estabilizacion_categorias_axiales.csv,Categorias_acumuladas,entero,conteo,observado: 8 a 18,0 de 6,Generado por scripts/run_all.py desde datos_crudos/estabilizacion_categorias_axiales_fuente.csv,Total acumulado de categorías axiales después de incorporar la sesión.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Orden,entero,conteo,observado: 1 a 6,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Posición secuencial de la sesión dentro del orden utilizado para calcular acumulación y estabilización.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Codigo_Sesion,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-02 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Codigos_normalizados_en_sesion,entero,conteo,observado: 8 a 14,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Cantidad de códigos normalizados observados en la sesión.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Codigos_nuevos,entero,conteo,observado: 2 a 12,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Cantidad de códigos normalizados que aparecen por primera vez en esa sesión.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Codigos_nuevos_detalle,texto/categórico,no aplica,texto libre o identificador; 6 valores distintos observados,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Listado de los códigos normalizados identificados por primera vez en esa sesión.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Codigos_acumulados,entero,conteo,observado: 10 a 37,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Total acumulado de códigos normalizados después de incorporar la sesión.
datos_procesados/curva_saturacion_codigos_walkthroughs.csv,Porcentaje_nuevos_sobre_total_final,decimal,porcentaje,observado: 5.40541 a 32.4324,0 de 6,Generado por scripts/run_all.py desde datos_crudos/curva_codigos_nuevos_walkthroughs_fuente.csv,Porcentaje que representan los códigos nuevos de la sesión respecto del total final de códigos.
datos_procesados/encuesta_clientes_limpia.csv,timestamp,fecha/fecha-hora,no aplica,texto libre o identificador; 70 valores distintos observados,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,"Marca temporal de la respuesta o posición temporal del fragmento, según el archivo."
datos_procesados/encuesta_clientes_limpia.csv,consent,texto/categórico,no aplica,Acepto participar voluntariamente y declaro tener 18 años o más.,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Respuesta a la confirmación inicial de consentimiento y participación voluntaria.
datos_procesados/encuesta_clientes_limpia.csv,attendance_freq,texto/categórico,no aplica,1 vez por semana | 2 a 3 veces por semana | 4 a 5 veces por semana | 6 o más veces por semana,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Frecuencia declarada de asistencia al gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,membership_tenure,texto/categórico,no aplica,De 1 a 6 meses | De 7 a 12 meses | Menos de 1 mes | Más de 1 año,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Tiempo declarado que la persona lleva asistiendo al gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,membership_check,texto/categórico,no aplica,Consulta verbal en recepción | Huella dactilar | Mensaje por WhatsApp u otro medio | No suele verificarlo | No voy al gym | Pago diariamente | Tarjeta o credencial | Ubicamos nuestro rostro en una máquina y eso nos da acceso,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Medio o procedimiento utilizado para consultar o confirmar el estado de la membresía.
datos_procesados/encuesta_clientes_limpia.csv,expiry_difficulty,texto/categórico,no aplica,A veces | Casi nunca | Casi siempre | Nunca | Siempre,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Frecuencia declarada de dificultad para conocer la fecha de vencimiento de la membresía.
datos_procesados/encuesta_clientes_limpia.csv,payment_wait,texto/categórico,no aplica,A veces | Casi nunca | Casi siempre | Nunca | Siempre,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Frecuencia declarada de espera para confirmar el registro correcto de un pago.
datos_procesados/encuesta_clientes_limpia.csv,notice_preference,texto/categórico,no aplica,Aviso presencial | Correo electrónico | No deseo recibir avisos | Notificación del sistema | WhatsApp,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Medio preferido para recibir avisos de vencimiento de la membresía.
datos_procesados/encuesta_clientes_limpia.csv,registration_ease,texto/categórico,no aplica,Difícil | Fácil | Muy difícil | Muy fácil | Ni fácil ni difícil,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Valoración de facilidad para inscribirse o actualizar datos en el gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,plan_clarity,texto/categórico,no aplica,Clara | Muy clara | Muy poco clara | Ni clara ni poco clara | Poco clara,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,"Valoración de claridad de la información sobre planes, precios y condiciones."
datos_procesados/encuesta_clientes_limpia.csv,staff_satisfaction,texto/categórico,no aplica,Insatisfecho(a) | Muy insatisfecho(a) | Muy satisfecho(a) | Ni satisfecho(a) ni insatisfecho(a) | Satisfecho(a),0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Nivel de satisfacción declarado con la atención del personal del gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,entry_method,texto/categórico,no aplica,Aviso verbal | Cuaderno o lista impresa | No se registra | Sistema digital | Tarjeta o credencial,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Método habitual declarado para registrar el ingreso al gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,routine_consult,texto/categórico,no aplica,Cada quince días | Nunca | Una vez al mes | Una vez por semana | Varias veces por semana,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Frecuencia declarada de consulta de rutina o solicitud de cambios al entrenador.
datos_procesados/encuesta_clientes_limpia.csv,future_info,texto/categórico,no aplica,Avisos y novedades | Compras de productos | Estado de la membresía | Pagos realizados | Registro de asistencia | Rutina asignada,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Información que la persona participante desea consultar en el futuro sistema.
